block_seq_num,block_var_num,block_route_num,block_run_num
3804746-1,1,303,14
3804745-1,1,55,2
3804744-1,1,197,13
3804743-1,1,57,5
3804742-1,1,355,3
3804741-1,1,301,19
3804740-1,1,21,4
3804739-1,1,303,15
3804738-1,1,301,2
3804737-1,1,21,9
3804736-1,1,17,9
3804735-1,1,303,6
3804734-1,1,355,9
3804733-2,2,984,1
3804732-1,1,303,8
3804731-1,1,55,3
3804730-1,1,18,2
3804729-1,1,355,4
3804728-1,1,303,11
3804727-1,1,301,10
3804726-1,1,21,6
3804725-1,1,21,3
3804724-1,1,995,2
3804723-1,1,197,1
3804722-1,1,301,8
3804721-1,1,197,12
3804720-1,1,197,7
3804719-1,1,301,12
3804718-1,1,303,7
3804717-1,1,303,13
3804716-1,1,303,3
3804715-2,2,197,11
3804714-1,1,57,1
3804713-1,1,5,9
3804712-1,1,994,2
3804711-1,1,56,7
3804710-1,1,18,3
3804709-1,1,303,1
3804708-1,1,55,1
3804707-1,1,56,8
3804706-1,1,303,5
3804705-1,1,980,1
3804704-1,1,995,1
3804703-1,1,56,5
3804702-1,1,21,8
3804701-1,1,5,12
3804700-1,1,18,13
3804699-1,1,48,7
3804698-1,1,17,3
3804697-1,1,355,5
3804696-1,1,987,1
3804695-1,1,994,1
3804694-1,1,303,9
3804693-1,1,301,5
3804692-1,1,21,5
3804691-1,1,17,6
3804690-1,1,301,13
3804689-1,1,18,12
3804688-1,1,57,2
3804687-1,1,15,4
3804686-1,1,988,2
3804685-1,1,355,12
3804684-1,1,303,10
3804683-1,1,15,2
3804682-1,1,301,4
3804681-1,1,355,11
3804680-1,1,44,3
3804679-1,1,57,4
3804678-1,1,21,2
3804677-1,1,18,1
3804676-1,1,17,1
3804675-1,1,44,2
3804674-1,1,5,22
3804673-1,1,56,2
3804672-1,1,18,10
3804671-1,1,355,1
3804670-1,1,987,2
3804669-1,1,56,1
3804668-1,1,21,7
3804667-1,1,44,1
3804666-1,1,197,2
3804665-1,1,17,8
3804664-1,1,18,14
3804663-1,1,55,4
3804662-1,1,301,14
3804661-1,1,303,2
3804660-1,1,15,3
3804659-1,1,355,2
3804658-1,1,301,11
3804657-1,1,197,6
3804656-1,1,56,3
3804655-1,1,21,1
3804654-1,1,303,4
3804653-1,1,301,6
3804652-1,1,301,7
3804651-1,1,21,10
3804650-1,1,303,16
3804649-1,1,355,8
3804648-1,1,18,11
3804647-1,1,40,3
3804646-1,1,40,17
3804645-1,1,5,20
3804644-1,1,40,5
3804643-1,1,5,21
3804642-1,1,5,19
3804641-1,1,5,11
3804640-1,1,5,15
3804639-1,1,5,13
3804638-1,1,5,5
3804637-1,1,5,14
3804636-1,1,5,10
3804635-1,1,5,2
3804634-1,1,5,7
3804633-1,1,5,8
3804632-1,1,5,4
3804631-1,1,5,1
3804630-1,1,5,6
3804629-1,1,5,17
3804628-1,1,40,16
3804627-1,1,40,14
3804626-1,1,40,11
3804625-1,1,40,10
3804624-1,1,40,13
3804623-1,1,40,9
3804622-1,1,40,6
3804621-1,1,40,7
3804620-1,1,40,4
3804619-1,1,40,2
3804618-1,1,40,1
3800555-1,1,312,14
3800554-1,1,31,9
3800553-1,1,32,9
3800552-1,1,346,5
3800551-1,1,346,4
3800550-1,1,346,3
3800549-1,1,346,2
3800548-1,1,346,1
3800547-1,1,331,11
3800546-1,1,331,9
3800545-1,1,346,6
3800544-1,1,331,8
3800543-1,1,331,7
3800542-1,1,331,6
3800541-1,1,331,5
3800540-1,1,331,4
3800539-1,1,331,3
3800538-1,1,331,2
3800537-1,1,331,1
3800536-1,1,316,9
3800535-1,1,316,8
3800534-1,1,316,7
3800533-1,1,316,6
3800532-1,1,316,5
3800531-1,1,316,4
3800530-1,1,316,3
3800529-1,1,316,2
3800528-1,1,316,1
3800527-1,1,77,8
3800526-1,1,77,6
3800525-1,1,77,7
3800524-1,1,77,5
3800523-1,1,41,25
3800522-1,1,77,4
3800521-1,1,77,3
3800520-1,1,77,2
3800519-1,1,77,1
3800518-1,1,71,14
3800517-1,1,76,6
3800516-1,1,76,5
3800515-1,1,76,4
3800514-1,1,76,3
3800513-1,1,76,2
3800512-1,1,76,1
3800511-1,1,74,6
3800510-1,1,74,5
3800509-1,1,74,4
3800508-1,1,74,3
3800507-1,1,74,2
3800506-1,1,74,1
3800505-1,1,41,24
3800504-1,1,71,31
3800503-1,1,71,30
3800502-1,1,71,29
3800501-1,1,71,25
3800500-1,1,71,24
3800499-1,1,71,23
3800498-1,1,71,22
3800497-1,1,71,17
3800496-1,1,71,16
3800495-1,1,71,15
3800494-1,1,71,12
3800493-1,1,71,9
3800492-1,1,71,7
3800491-1,1,41,2
3800490-1,1,71,33
3800489-1,1,71,6
3800488-1,1,71,5
3800487-1,1,71,4
3800486-1,1,71,3
3800485-1,1,71,1
3800484-1,1,71,32
3800483-1,1,71,19
3800482-1,1,71,18
3800481-1,1,71,13
3800480-1,1,71,8
3800479-1,1,71,2
3800478-1,1,41,29
3800477-1,1,41,28
3800476-1,1,41,27
3800475-1,1,71,34
3800474-1,1,41,30
3800473-1,1,41,26
3800472-1,1,41,23
3800471-1,1,41,21
3800470-1,1,41,20
3800469-1,1,71,28
3800468-1,1,71,27
3800467-1,1,41,19
3800466-1,1,71,26
3800465-1,1,41,18
3800464-1,1,41,17
3800463-1,1,41,16
3800462-1,1,41,15
3800461-1,1,41,14
3800460-1,1,41,13
3800459-1,1,41,12
3800458-1,1,41,11
3800457-1,1,41,10
3800456-1,1,41,9
3800455-1,1,41,8
3800454-1,1,71,11
3800453-1,1,41,6
3800452-1,1,71,10
3800451-1,1,41,5
3800450-1,1,41,4
3800449-1,1,41,3
3800448-1,1,41,1
3800447-2,2,373,10
3800446-1,1,373,12
3800445-1,1,71,44
3800444-1,1,74,7
3800443-1,1,312,6
3800442-1,1,66,17
3800441-1,1,312,16
3800440-1,1,312,22
3800439-1,1,312,9
3800438-1,1,75,2
3800437-1,1,30,5
3800436-1,1,30,4
3800435-1,1,30,6
3800434-1,1,373,9
3800433-1,1,373,8
3800432-1,1,373,6
3800431-1,1,372,18
3800430-1,1,372,15
3800429-1,1,372,12
3800428-1,1,372,9
3800427-1,1,71,20
3800426-1,1,331,10
3800425-1,1,65,11
3800424-1,1,68,5
3800423-1,1,65,7
3800422-1,1,68,4
3800421-1,1,68,3
3800420-1,1,68,2
3800419-1,1,65,5
3800418-1,1,31,7
3800417-1,1,312,18
3800416-1,1,66,15
3800415-1,1,66,6
3800414-1,1,32,12
3800413-1,1,372,5
3800412-1,1,372,13
3800411-1,1,31,3
3800410-1,1,66,7
3800409-1,1,66,10
3800408-1,1,372,8
3800407-1,1,372,6
3800406-1,1,31,2
3800405-1,1,32,1
3800404-1,1,373,11
3800403-1,1,66,1
3800402-1,1,342,14
3800401-1,1,373,5
3800400-1,1,65,9
3800399-1,1,65,10
3800398-1,1,66,2
3800397-1,1,309,2
3800396-1,1,312,2
3800395-1,1,66,14
3800394-1,1,30,1
3800393-1,1,373,7
3800392-1,1,32,11
3800391-1,1,372,1
3800390-1,1,304,1
3800389-1,1,661,1
3800388-2,2,65,1
3800387-1,1,312,13
3800386-1,1,373,2
3800385-1,1,312,1
3800384-1,1,31,8
3800383-1,1,66,3
3800382-1,1,31,10
3800381-1,1,66,11
3800380-1,1,372,14
3800379-1,1,32,6
3800378-2,2,31,6
3800377-1,1,32,7
3800376-1,1,661,4
3800375-1,1,32,5
3800374-1,1,661,3
3800373-1,1,661,11
3800372-2,2,373,3
3800371-2,2,68,1
3800370-1,1,342,11
3800369-1,1,32,3
3800368-1,1,372,16
3800367-1,1,32,13
3800366-1,1,75,1
3800365-1,1,65,4
3800364-1,1,65,6
3800363-1,1,65,2
3800362-1,1,661,13
3800361-1,1,661,12
3800360-1,1,31,1
3800359-1,1,65,8
3800358-1,1,372,3
3800357-1,1,32,10
3800356-1,1,342,13
3800355-1,1,304,3
3800354-1,1,31,11
3800353-1,1,373,4
3800352-1,1,31,4
3800351-1,1,31,5
3800350-1,1,342,12
3800349-1,1,312,12
3800348-1,1,372,10
3800347-1,1,71,21
3800346-1,1,372,2
3800345-1,1,66,13
3800344-1,1,65,3
3800343-1,1,372,4
3800342-1,1,66,4
3800341-1,1,372,11
3800340-1,1,41,7
3800339-1,1,41,22
3800338-1,1,66,16
3800337-1,1,312,10
3800336-1,1,309,5
3800335-1,1,312,19
3800334-1,1,312,7
3800333-1,1,309,7
3800332-1,1,309,3
3800331-1,1,304,2
3800330-1,1,312,3
3800329-1,1,309,4
3800328-1,1,312,11
3800327-1,1,309,1
3800326-1,1,309,6
3800325-1,1,312,8
3800324-1,1,308,3
3800323-1,1,312,21
3800322-1,1,312,17
3800321-1,1,373,1
3800320-1,1,312,15
3800319-1,1,312,20
3800318-1,1,308,2
3800317-1,1,304,4
3800316-1,1,312,23
3800315-1,1,304,5
3800314-1,1,308,1
3800313-1,1,312,5
3800312-1,1,66,8
3800311-1,1,66,12
3800310-1,1,312,4
3800309-1,1,30,3
3800308-1,1,32,8
3800307-1,1,32,4
3800306-1,1,30,2
3800305-2,2,346,7
3800305-1,1,346,7
3800304-1,1,32,2
3800303-1,1,66,5
3800302-1,1,66,9
3800301-1,1,330,1
3797991-1,1,33,8
3797990-1,1,16,11
3797989-1,1,16,10
3797988-1,1,16,9
3797987-1,1,16,8
3797986-1,1,16,7
3797985-1,1,16,6
3797984-1,1,16,5
3797983-1,1,16,4
3797982-1,1,16,3
3797981-1,1,16,2
3797980-1,1,16,1
3797979-1,1,33,1
3797978-1,1,33,10
3797977-1,1,33,5
3797976-1,1,33,3
3797975-1,1,33,12
3797974-1,1,33,4
3797973-1,1,33,9
3797972-1,1,24,7
3797971-1,1,33,11
3797970-1,1,33,13
3797969-1,1,33,7
3797968-1,1,33,2
3797967-1,1,33,6
3797966-1,1,29,6
3797965-1,1,29,5
3797964-1,1,29,12
3797963-1,1,29,8
3797962-1,1,29,4
3797961-1,1,29,10
3797960-1,1,29,3
3797959-1,1,29,13
3797958-1,1,29,7
3797957-1,1,29,2
3797956-1,1,29,9
3797955-1,1,29,11
3797954-1,1,29,1
3797953-1,1,24,12
3797952-1,1,99,3
3797951-1,1,9,10
3797950-1,1,60,11
3797949-1,1,60,10
3797948-1,1,60,8
3797947-1,1,60,9
3797946-1,1,60,7
3797945-1,1,60,6
3797944-2,2,60,12
3797944-1,1,60,12
3797943-1,1,60,5
3797942-1,1,60,4
3797941-1,1,60,3
3797940-1,1,60,2
3797939-1,1,60,1
3797938-1,1,125,5
3797937-1,1,99,2
3797936-1,1,99,1
3797935-1,1,99,5
3797934-1,1,99,4
3797933-1,1,8,16
3797932-1,1,8,9
3797931-1,1,8,12
3797930-1,1,8,10
3797929-1,1,8,18
3797928-1,1,8,17
3797927-1,1,16,15
3797926-1,1,11,1
3797925-1,1,11,8
3797924-1,1,11,7
3797923-1,1,11,6
3797922-1,1,11,5
3797921-1,1,11,4
3797920-1,1,11,3
3797919-1,1,11,2
3797918-1,1,26,13
3797917-1,1,28,34
3797916-1,1,64,7
3797915-1,1,64,1
3797914-1,1,64,2
3797913-1,1,64,3
3797912-1,1,64,4
3797911-1,1,64,5
3797910-1,1,64,6
3797909-1,1,64,8
3797908-1,1,64,9
3797907-1,1,64,10
3797906-1,1,64,11
3797905-1,1,64,12
3797904-1,1,64,13
3797903-1,1,64,14
3797902-1,1,26,15
3797901-1,1,121,8
3797900-1,1,121,7
3797899-1,1,16,14
3797898-1,1,16,12
3797897-1,1,9,11
3797896-1,1,9,12
3797895-1,1,121,6
3797894-1,1,122,3
3797893-1,1,122,4
3797892-1,1,26,11
3797891-1,1,16,16
3797890-1,1,9,13
3797889-1,1,28,21
3797888-1,1,28,28
3797887-1,1,26,14
3797886-1,1,28,8
3797885-1,1,28,27
3797884-1,1,26,6
3797883-1,1,28,17
3797882-1,1,28,10
3797881-1,1,26,19
3797880-1,1,26,3
3797879-1,1,28,24
3797878-1,1,28,5
3797877-1,1,26,5
3797876-1,1,28,33
3797875-1,1,28,23
3797874-1,1,26,8
3797873-1,1,28,16
3797872-1,1,28,32
3797871-1,1,28,1
3797870-1,1,26,10
3797869-1,1,26,20
3797868-1,1,28,3
3797867-1,1,28,30
3797866-1,1,28,7
3797865-1,1,28,11
3797864-1,1,28,26
3797863-1,1,28,29
3797862-1,1,28,31
3797861-1,1,28,12
3797860-1,1,28,6
3797859-1,1,26,12
3797858-1,1,26,2
3797857-1,1,26,9
3797856-1,1,26,23
3797855-1,1,28,14
3797854-1,1,28,22
3797853-1,1,26,22
3797852-1,1,28,15
3797851-1,1,28,4
3797850-1,1,28,13
3797849-1,1,28,18
3797848-1,1,26,1
3797847-1,1,28,2
3797846-1,1,28,35
3797845-1,1,26,16
3797844-1,1,26,7
3797843-1,1,26,18
3797842-1,1,28,25
3797841-1,1,28,9
3797840-1,1,26,4
3797839-1,1,26,17
3797838-1,1,26,21
3797837-1,1,113,3
3797836-1,1,123,5
3797835-1,1,121,10
3797834-1,1,122,2
3797833-1,1,123,3
3797832-1,1,121,9
3797831-1,1,121,13
3797830-1,1,122,10
3797829-1,1,122,1
3797828-1,1,123,4
3797827-1,1,121,5
3797826-1,1,121,12
3797825-1,1,121,4
3797824-1,1,121,3
3797823-1,1,121,14
3797822-1,1,121,11
3797821-1,1,123,1
3797820-1,1,122,11
3797819-1,1,121,2
3797818-1,1,123,6
3797817-1,1,121,1
3797816-1,1,123,7
3797815-1,1,122,12
3797814-1,1,121,15
3797813-1,1,24,19
3797812-1,1,24,18
3797811-1,1,24,17
3797810-1,1,24,16
3797809-1,1,24,15
3797808-1,1,24,14
3797807-1,1,24,13
3797806-1,1,24,10
3797805-1,1,24,9
3797804-1,1,24,6
3797803-1,1,24,5
3797802-1,1,24,4
3797801-1,1,24,2
3797800-1,1,24,1
3797799-1,1,24,11
3797798-1,1,24,8
3797797-1,1,24,3
3797796-1,1,9,3
3797795-1,1,25,2
3797794-1,1,37,5
3797793-1,1,37,4
3797792-1,1,37,8
3797791-1,1,125,6
3797790-1,1,9,14
3797789-1,1,125,4
3797788-1,1,125,3
3797787-1,1,125,2
3797786-1,1,125,1
3797785-1,1,113,5
3797784-1,1,9,9
3797783-1,1,37,7
3797782-1,1,37,6
3797781-1,1,37,3
3797780-1,1,37,1
3797779-1,1,37,2
3797778-1,1,25,1
3797777-1,1,16,13
3797776-1,1,9,5
3797775-1,1,8,14
3797774-1,1,8,15
3797773-1,1,8,13
3797772-1,1,8,11
3797771-1,1,8,8
3797770-1,1,8,7
3797769-1,1,8,6
3797768-1,1,8,5
3797767-1,1,8,4
3797766-1,1,8,3
3797765-1,1,8,2
3797764-1,1,8,1
3797763-1,1,113,1
3797762-1,1,113,4
3797761-1,1,113,2
3797760-1,1,113,6
3797759-1,1,9,2
3797758-1,1,167,6
3797757-1,1,167,8
3797756-1,1,167,7
3797755-1,1,9,8
3797754-1,1,9,4
3797753-1,1,9,1
3797752-1,1,9,6
3797751-1,1,167,5
3797750-1,1,9,7
3788925-1,1,106,18
3788924-1,1,116,1
3788923-1,1,116,2
3788922-1,1,116,3
3788921-1,1,116,4
3788920-1,1,116,5
3788919-1,1,116,6
3788918-1,1,116,7
3788917-1,1,116,8
3788916-1,1,116,9
3788915-1,1,118,1
3788914-1,1,118,2
3788913-1,1,118,3
3788912-1,1,118,4
3788911-1,1,118,5
3788910-1,1,118,6
3788909-1,1,118,7
3788908-1,1,119,21
3788907-1,1,119,22
3788906-1,1,119,31
3788905-1,1,119,32
3788904-1,1,150,27
3788903-1,1,676,14
3788902-1,1,150,16
3788901-1,1,143,8
3788900-1,1,114,5
3788899-1,1,178,5
3788898-1,1,676,1
3788897-1,1,676,2
3788896-1,1,676,3
3788895-1,1,676,4
3788894-1,1,676,5
3788893-1,1,676,6
3788892-1,1,676,7
3788891-1,1,676,8
3788890-1,1,676,9
3788889-1,1,676,10
3788888-1,1,676,11
3788887-1,1,676,12
3788886-1,1,676,13
3788885-1,1,676,15
3788884-1,1,676,16
3788883-1,1,676,17
3788882-1,1,676,18
3788881-1,1,128,8
3788880-1,1,101,5
3788879-1,1,150,14
3788878-1,1,102,4
3788877-1,1,183,9
3788876-1,1,150,28
3788875-1,1,183,5
3788874-1,1,101,6
3788873-1,1,166,11
3788872-1,1,150,29
3788871-1,1,150,19
3788870-1,1,150,24
3788869-1,1,106,17
3788868-1,1,181,5
3788867-1,1,181,4
3788866-1,1,181,3
3788865-1,1,181,2
3788864-1,1,181,1
3788863-1,1,182,6
3788862-1,1,186,3
3788861-1,1,183,10
3788860-1,1,156,4
3788859-1,1,156,1
3788858-1,1,156,2
3788857-1,1,156,3
3788856-1,1,179,9
3788855-1,1,159,9
3788854-1,1,157,6
3788853-1,1,179,8
3788852-1,1,179,7
3788851-1,1,157,5
3788850-1,1,158,5
3788849-1,1,179,5
3788848-1,1,158,6
3788847-1,1,179,6
3788846-1,1,159,6
3788845-1,1,150,17
3788844-1,1,106,13
3788843-1,1,128,7
3788842-1,1,111,11
3788841-1,1,107,9
3788840-1,1,107,10
3788839-1,1,128,9
3788838-1,1,128,4
3788837-1,1,128,6
3788836-1,1,128,5
3788835-1,1,128,3
3788834-1,1,128,2
3788833-1,1,128,1
3788832-1,1,50,9
3788831-1,1,50,7
3788830-1,1,50,8
3788829-1,1,50,6
3788828-1,1,50,4
3788827-1,1,50,5
3788826-1,1,50,3
3788825-1,1,50,10
3788824-1,1,50,2
3788823-1,1,50,1
3788822-1,1,166,9
3788821-1,1,166,10
3788820-1,1,166,7
3788819-1,1,106,12
3788818-1,1,186,5
3788817-1,1,158,10
3788816-1,1,192,4
3788815-1,1,183,6
3788814-1,1,106,11
3788813-1,1,192,5
3788812-1,1,159,8
3788811-1,1,158,8
3788810-1,1,158,7
3788809-1,1,158,9
3788808-1,1,178,7
3788807-1,1,178,9
3788806-1,1,178,10
3788805-1,1,178,1
3788804-1,1,178,3
3788803-1,1,150,10
3788802-1,1,178,2
3788801-1,1,180,1
3788800-1,1,180,2
3788799-1,1,180,3
3788798-1,1,180,4
3788797-1,1,180,6
3788796-1,1,180,5
3788795-1,1,180,7
3788794-1,1,180,8
3788793-1,1,180,9
3788792-1,1,180,13
3788791-1,1,180,10
3788790-1,1,180,11
3788789-1,1,180,12
3788788-1,1,240,9
3788787-1,1,240,6
3788786-1,1,240,8
3788785-1,1,240,5
3788784-1,1,240,7
3788783-1,1,240,4
3788782-1,1,240,3
3788781-1,1,240,2
3788780-1,1,240,1
3788779-1,1,193,1
3788778-1,1,193,2
3788777-1,1,193,3
3788776-1,1,193,4
3788775-1,1,193,5
3788774-1,1,193,6
3788773-1,1,193,7
3788772-1,1,193,8
3788771-1,1,193,9
3788770-1,1,671,17
3788769-1,1,671,1
3788768-1,1,671,2
3788767-1,1,671,3
3788766-1,1,671,4
3788765-1,1,671,5
3788764-1,1,671,6
3788763-1,1,671,7
3788762-1,1,671,8
3788761-1,1,671,9
3788760-1,1,671,10
3788759-1,1,671,11
3788758-1,1,671,12
3788757-1,1,671,13
3788756-1,1,671,14
3788755-1,1,671,15
3788754-1,1,671,16
3788753-1,1,182,3
3788752-1,1,183,8
3788751-1,1,150,25
3788750-1,1,101,11
3788749-1,1,168,4
3788748-1,1,164,3
3788747-1,1,164,1
3788746-1,1,168,3
3788745-1,1,164,2
3788744-1,1,168,2
3788743-1,1,168,1
3788742-1,1,166,5
3788741-1,1,150,8
3788740-1,1,166,3
3788739-1,1,106,7
3788738-1,1,150,12
3788737-1,1,166,8
3788736-1,1,102,2
3788735-1,1,166,6
3788734-1,1,101,9
3788733-1,1,182,5
3788732-1,1,192,2
3788731-1,1,192,1
3788730-1,1,154,4
3788729-1,1,166,1
3788728-1,1,166,4
3788727-1,1,166,2
3788726-1,1,150,15
3788725-1,1,154,3
3788724-1,1,150,7
3788723-1,1,952,5
3788722-1,1,952,4
3788721-1,1,111,8
3788720-1,1,111,7
3788719-1,1,952,1
3788718-1,1,190,5
3788717-1,1,158,1
3788716-1,1,101,12
3788715-1,1,190,4
3788714-1,1,143,4
3788713-1,1,952,2
3788712-1,1,150,5
3788711-1,1,178,8
3788710-1,1,143,1
3788709-1,1,190,3
3788708-1,1,157,4
3788707-1,1,157,2
3788706-1,1,143,9
3788705-1,1,111,4
3788704-1,1,192,3
3788703-1,1,182,4
3788702-1,1,183,4
3788701-1,1,150,13
3788700-1,1,186,1
3788699-1,1,150,2
3788698-1,1,178,6
3788697-1,1,111,2
3788696-1,1,106,5
3788695-1,1,101,10
3788694-1,1,106,2
3788693-1,1,143,5
3788692-1,1,190,2
3788691-1,1,150,9
3788690-1,1,158,4
3788689-1,1,114,1
3788688-1,1,952,7
3788687-1,1,114,3
3788686-1,1,952,3
3788685-1,1,158,3
3788684-1,1,159,7
3788683-1,1,159,3
3788682-1,1,106,1
3788681-1,1,190,7
3788680-1,1,159,1
3788679-1,1,114,4
3788678-1,1,158,2
3788677-1,1,143,6
3788676-1,1,111,1
3788675-1,1,107,8
3788674-1,1,183,3
3788673-1,1,952,6
3788672-1,1,157,3
3788671-1,1,186,2
3788670-1,1,952,8
3788669-1,1,107,6
3788668-1,1,154,1
3788667-1,1,106,10
3788666-1,1,157,1
3788665-1,1,111,9
3788664-1,1,114,2
3788663-1,1,190,1
3788662-1,1,154,2
3788661-1,1,179,1
3788660-1,1,107,3
3788659-1,1,183,7
3788658-1,1,182,1
3788657-1,1,111,12
3788656-1,1,159,5
3788655-1,1,114,6
3788654-1,1,106,3
3788653-1,1,111,10
3788652-1,1,159,4
3788651-1,1,143,2
3788650-1,1,106,16
3788649-1,1,101,1
3788648-1,1,102,5
3788647-1,1,106,4
3788646-1,1,101,7
3788645-1,1,111,13
3788644-1,1,111,5
3788643-1,1,186,4
3788642-1,1,178,4
3788641-1,1,183,1
3788640-1,1,101,8
3788639-1,1,105,2
3788638-1,1,159,2
3788637-1,1,107,2
3788636-1,1,106,8
3788635-1,1,107,4
3788634-1,1,179,3
3788633-1,1,101,2
3788632-1,1,106,9
3788631-1,1,102,1
3788630-1,1,150,21
3788629-1,1,150,20
3788628-1,1,179,2
3788627-1,1,143,3
3788626-1,1,150,18
3788625-1,1,106,6
3788624-1,1,106,15
3788623-1,1,101,4
3788622-1,1,107,5
3788621-1,1,179,4
3788620-1,1,150,6
3788619-1,1,143,7
3788618-1,1,150,11
3788617-1,1,150,4
3788616-1,1,102,3
3788615-1,1,111,6
3788614-1,1,182,2
3788613-1,1,106,14
3788612-1,1,107,7
3788611-1,1,150,22
3788610-1,1,150,1
3788609-1,1,183,2
3788608-1,1,150,23
3788607-1,1,101,3
3788606-1,1,111,3
3788605-1,1,150,3
3788604-1,1,107,1
3788603-1,1,105,1
3788602-1,1,150,26
3788601-1,1,190,6
