shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
RT29SB01_ALL,63,47.899570,-122.214195,19.778
RT29SB01_ALL,64,47.896580,-122.216919,20.167
RT29SB01_ALL,65,47.896530,-122.218880,20.314
RT29SB01_ALL,66,47.897129,-122.222969,20.626
RT29SB01_ALL,67,47.899601,-122.223007,20.901
RT29SB01_ALL,68,47.901783,-122.223053,21.143
RT29SB01_ALL,69,47.905914,-122.223167,21.603
RT29SB01_ALL,70,47.907360,-122.222672,21.768
RT29SB01_ALL,71,47.907383,-122.218529,22.077
RT29SB01_ALL,72,47.907787,-122.216728,22.218
RT29SB01_ALL,73,47.908085,-122.213638,22.451
RT29SB02,1,48.005764,-122.200546,0.0
RT29SB02,2,48.003860,-122.200111,0.214
RT29SB02,3,48.001785,-122.198425,0.477
RT29SB02,4,48.002762,-122.198410,0.585
RT29SB02,5,48.003189,-122.196213,0.756
RT29SB02,6,48.001141,-122.194603,1.013
RT29SB02,7,47.997574,-122.194794,1.41
RT29SB02,8,47.997494,-122.189743,1.786
RT29SB02,9,47.994690,-122.189278,2.099
RT29SB02,10,47.991959,-122.189354,2.403
RT29SB02,11,47.990280,-122.189392,2.59
RT29SB02,12,47.987923,-122.189461,2.852
RT29SB02,13,47.985771,-122.189522,3.091
RT29SB02,14,47.981846,-122.190086,3.53
RT29SB02,15,47.981907,-122.194191,3.835
RT29SB02,16,47.981937,-122.199486,4.23
RT29SB02,17,47.981979,-122.202644,4.465
RT29SB02,18,47.981304,-122.207245,4.815
RT29SB02,19,47.979561,-122.207298,5.009
RT29SB02,20,47.977318,-122.207230,5.259
RT29SB02,21,47.976547,-122.204865,5.454
RT29SB02,22,47.977207,-122.202904,5.618
RT29SB02,23,47.974426,-122.197998,6.096
RT29SB02,24,47.971481,-122.197060,6.431
RT29SB02,25,47.969677,-122.197029,6.632
RT29SB02,26,47.962578,-122.197662,7.423
RT29SB02,27,47.960789,-122.197449,7.622
RT29SB02,28,47.957794,-122.197067,7.956
RT29SB02,29,47.953625,-122.195351,8.437
RT29SB02,30,47.951290,-122.194916,8.699
RT29SB02,31,47.948811,-122.194611,8.975
RT29SB02,32,47.948467,-122.200081,9.385
RT29SB02,33,47.945286,-122.199883,9.739
RT29SB02,34,47.942986,-122.199745,9.995
RT29SB02,35,47.940960,-122.199615,10.22
RT29SB02,36,47.939022,-122.199524,10.436
RT29SB02,37,47.935688,-122.199821,10.807
RT29SB02,38,47.933384,-122.201042,11.079
RT29SB02,39,47.930912,-122.202408,11.372
RT29SB02,40,47.925671,-122.205231,11.992
RT29SB02,41,47.922401,-122.207245,12.385
RT29SB02,42,47.912971,-122.207176,13.434
RT29SB02,43,47.911076,-122.207207,13.644
RT29SB02,44,47.909157,-122.207222,13.858
RT29SB02,45,47.905743,-122.207153,14.237
RT29SB02,46,47.904549,-122.207115,14.37
RT29SB02,47,47.900162,-122.207016,14.858
RT29SB02,48,47.898426,-122.206932,15.051
RT29SB02,49,47.897110,-122.209023,15.265
RT29SB02,50,47.896873,-122.211273,15.435
RT29SB02,51,47.899570,-122.214195,15.805
RT29SB02,52,47.896580,-122.216919,16.195
RT29SB02,53,47.896530,-122.218880,16.341
RT29SB02,54,47.897129,-122.222969,16.653
RT29SB02,55,47.899601,-122.223007,16.928
RT29SB02,56,47.901783,-122.223053,17.171
RT29SB02,57,47.905914,-122.223167,17.63
RT29SB02,58,47.907360,-122.222672,17.795
RT29SB02,59,47.907383,-122.218529,18.104
RT29SB02,60,47.907787,-122.216728,18.246
RT29SB02,61,47.908085,-122.213638,18.478
RT2CC01,1,47.907703,-122.213547,0.0
RT2CC01,2,47.911255,-122.217476,0.492
RT2CC01,3,47.910355,-122.220833,0.761
RT2CC01,4,47.909477,-122.224091,1.023
RT2CC01,5,47.907265,-122.228302,1.422
RT2CC01,6,47.904507,-122.228233,1.728
RT2CC01,7,47.898369,-122.228111,2.411
RT2CC01,8,47.896584,-122.229637,2.64
RT2CC01,9,47.896591,-122.233627,2.937
RT2CC01,10,47.896572,-122.239685,3.389
RT2CC01,11,47.896545,-122.245110,3.793
RT2CC01,12,47.896523,-122.250496,4.195
RT2CC01,13,47.896523,-122.255211,4.546
RT2CC01,14,47.896523,-122.258713,4.807
RT2CC01,15,47.896099,-122.263481,5.166
RT2CC01,16,47.888687,-122.257973,6.087
RT2CC01,17,47.883923,-122.253929,6.696
RT2CC01,18,47.881786,-122.249702,7.091
RT2CC01,19,47.881817,-122.243660,7.542
RT2CC01,20,47.879951,-122.238518,7.978
RT2CC01,21,47.886097,-122.238693,8.661
RT2CC01,22,47.889709,-122.238716,9.063
RT2CC01,23,47.891907,-122.238731,9.307
RT2CC01,24,47.896408,-122.237808,9.813
RT2CC01,25,47.896404,-122.233002,10.171
RT2CC01,26,47.897064,-122.228004,10.551
RT2CC01,27,47.901787,-122.228035,11.076
RT2CC01,28,47.904522,-122.228111,11.38
RT2CC01,29,47.908295,-122.227669,11.801
RT2CC01,30,47.909824,-122.221939,12.26
RT2CC01,31,47.910736,-122.218552,12.533
RT2CC01,32,47.907787,-122.216728,12.887
RT2CC01,33,47.907703,-122.213547,13.125
RT2CC01,34,47.907703,-122.213547,13.125
RT3NB01,1,47.920021,-122.269264,0.0
RT3NB01,2,47.919971,-122.264893,0.326
RT3NB01,3,47.921185,-122.262634,0.542
RT3NB01,4,47.921799,-122.257439,0.935
RT3NB01,5,47.921753,-122.252716,1.287
RT3NB01,6,47.921722,-122.250572,1.446
RT3NB01,7,47.921734,-122.247215,1.697
RT3NB01,8,47.921757,-122.243141,2.0
RT3NB01,9,47.921753,-122.241058,2.155
RT3NB01,10,47.921810,-122.238983,2.31
RT3NB01,11,47.921776,-122.236473,2.497
RT3NB01,12,47.921848,-122.230515,2.941
RT3NB01,13,47.926029,-122.226898,3.479
RT3NB01,14,47.927101,-122.228256,3.635
RT3NB01,15,47.930351,-122.228271,3.996
RT3NB01,16,47.932510,-122.228294,4.236
RT3NB01,17,47.935951,-122.228325,4.619
RT3NB01,18,47.938156,-122.228371,4.864
RT3NB01,19,47.941196,-122.228500,5.202
RT3NB01,20,47.945568,-122.228546,5.689
RT3NB01,21,47.948006,-122.228844,5.961
RT3NB01,22,47.952065,-122.230858,6.436
RT3NB01,23,47.954670,-122.231224,6.727
RT3NB01,24,47.956650,-122.231018,6.948
RT3NB01,25,47.959896,-122.224930,7.527
RT3NB01,26,47.962128,-122.219803,7.983
RT3NB01,27,47.963127,-122.212364,8.548
RT3NB01,28,47.964035,-122.207886,8.896
RT3NB01,29,47.966278,-122.207977,9.145
RT3NB01,30,47.970165,-122.208138,9.578
RT3NB01,31,47.972862,-122.208275,9.878
RT3NB01,32,47.975498,-122.208374,10.171
RT3NB01,33,47.977322,-122.207115,10.395
RT3NB01,34,47.978912,-122.207161,10.571
RT3NB01,35,47.981300,-122.207146,10.837
RT3NB01,36,47.981819,-122.203979,11.08
RT3NB01,37,47.981815,-122.200935,11.306
RT3NB01,38,47.981750,-122.196037,11.671
RT3NB01,39,47.978661,-122.193924,12.049
RT3NB01,40,47.976845,-122.194786,12.26
RT3NB01,41,47.974545,-122.197716,12.597
RT3NB01_VR,1,47.920021,-122.269264,0.0
RT3NB01_VR,2,47.919971,-122.264893,0.326
RT3NB01_VR,3,47.921185,-122.262634,0.542
RT3NB01_VR,4,47.921799,-122.257439,0.935
RT3NB01_VR,5,47.921753,-122.252716,1.287
RT3NB01_VR,6,47.921722,-122.250572,1.446
RT3NB01_VR,7,47.921734,-122.247215,1.697
RT3NB01_VR,8,47.921757,-122.243141,2.0
RT3NB01_VR,9,47.921753,-122.241058,2.155
RT3NB01_VR,10,47.921810,-122.238983,2.31
RT3NB01_VR,11,47.921776,-122.236473,2.497
RT3NB01_VR,12,47.921848,-122.230515,2.941
RT3NB01_VR,13,47.926029,-122.226898,3.479
RT3NB01_VR,14,47.927101,-122.228256,3.635
RT3NB01_VR,15,47.930351,-122.228271,3.996
RT3NB01_VR,16,47.932510,-122.228294,4.236
RT3NB01_VR,17,47.935951,-122.228325,4.619
RT3NB01_VR,18,47.938156,-122.228371,4.864
RT3NB01_VR,19,47.941196,-122.228500,5.202
RT3NB01_VR,20,47.945568,-122.228546,5.689
RT3NB01_VR,21,47.948006,-122.228844,5.961
RT3NB01_VR,22,47.952065,-122.230858,6.436
RT3NB01_VR,23,47.954670,-122.231224,6.727
RT3NB01_VR,24,47.956841,-122.232124,6.978
RT3NB01_VR,25,47.958183,-122.233047,7.142
RT3NB01_VR,26,47.957493,-122.231743,7.266
RT3NB01_VR,27,47.956650,-122.231018,7.374
RT3NB01_VR,28,47.959896,-122.224930,7.953
RT3NB01_VR,29,47.962128,-122.219803,8.409
RT3NB01_VR,30,47.963127,-122.212364,8.974
RT3NB01_VR,31,47.964035,-122.207886,9.322
RT3NB01_VR,32,47.966278,-122.207977,9.572
RT3NB01_VR,33,47.970165,-122.208138,10.004
RT3NB01_VR,34,47.972862,-122.208275,10.304
RT3NB01_VR,35,47.975498,-122.208374,10.597
RT3NB01_VR,36,47.977322,-122.207115,10.821
RT3NB01_VR,37,47.978912,-122.207161,10.997
RT3NB01_VR,38,47.981300,-122.207146,11.263
RT3NB01_VR,39,47.981819,-122.203979,11.506
RT3NB01_VR,40,47.981815,-122.200935,11.732
RT3NB01_VR,41,47.981750,-122.196037,12.097
RT3NB01_VR,42,47.978661,-122.193924,12.475
RT3NB01_VR,43,47.976845,-122.194786,12.687
RT3NB01_VR,44,47.974545,-122.197716,13.023
RT3NB02,1,47.920166,-122.270279,0.0
RT3NB02,2,47.917839,-122.271828,0.283
RT3NB02,3,47.913704,-122.271858,0.743
RT3NB02,4,47.913391,-122.272820,0.823
RT3NB02,5,47.914253,-122.276619,1.122
RT3NB02,6,47.916653,-122.276100,1.391
RT3NB02,7,47.925564,-122.280731,2.441
RT3NB02,8,47.932602,-122.277664,3.256
RT3NB02,9,47.931343,-122.266037,4.133
RT3NB02,10,47.932545,-122.261063,4.527
RT3NB02,11,47.920021,-122.269264,6.048
RT3NB02,12,47.919971,-122.264893,6.374
RT3NB02,13,47.921185,-122.262634,6.59
RT3NB02,14,47.921799,-122.257439,6.983
RT3NB02,15,47.921753,-122.252716,7.335
RT3NB02,16,47.921722,-122.250572,7.495
RT3NB02,17,47.921734,-122.247215,7.745
RT3NB02,18,47.921757,-122.243141,8.048
RT3NB02,19,47.921753,-122.241058,8.203
RT3NB02,20,47.921810,-122.238983,8.358
RT3NB02,21,47.921776,-122.236473,8.545
RT3NB02,22,47.921848,-122.230515,8.989
RT3NB02,23,47.926029,-122.226898,9.527
RT3NB02,24,47.927101,-122.228256,9.683
RT3NB02,25,47.930351,-122.228271,10.044
RT3NB02,26,47.932510,-122.228294,10.285
RT3NB02,27,47.935951,-122.228325,10.667
RT3NB02,28,47.938156,-122.228371,10.912
RT3NB02,29,47.941196,-122.228500,11.251
RT3NB02,30,47.945568,-122.228546,11.737
RT3NB02,31,47.948006,-122.228844,12.009
RT3NB02,32,47.952065,-122.230858,12.484
RT3NB02,33,47.954670,-122.231224,12.775
RT3NB02,34,47.956650,-122.231018,12.996
RT3NB02,35,47.959896,-122.224930,13.575
RT3NB02,36,47.962128,-122.219803,14.031
RT3NB02,37,47.963127,-122.212364,14.596
RT3NB02,38,47.964035,-122.207886,14.944
RT3NB02,39,47.966278,-122.207977,15.194
RT3NB02,40,47.970165,-122.208138,15.626
RT3NB02,41,47.972862,-122.208275,15.926
RT3NB02,42,47.975498,-122.208374,16.219
RT3NB02,43,47.977322,-122.207115,16.443
RT3NB02,44,47.978912,-122.207161,16.619
RT3NB02,45,47.981300,-122.207146,16.885
RT3NB02,46,47.981819,-122.203979,17.128
RT3NB02,47,47.981815,-122.200935,17.354
RT3NB02,48,47.981750,-122.196037,17.719
RT3NB02,49,47.978661,-122.193924,18.097
RT3NB02,50,47.976845,-122.194786,18.309
RT3NB02,51,47.974545,-122.197716,18.645
RT3NB02_VR,1,47.920166,-122.270279,0.0
RT3NB02_VR,2,47.917839,-122.271828,0.283
RT3NB02_VR,3,47.913704,-122.271858,0.743
RT3NB02_VR,4,47.913391,-122.272820,0.823
RT3NB02_VR,5,47.914253,-122.276619,1.122
RT3NB02_VR,6,47.916653,-122.276100,1.391
RT3NB02_VR,7,47.925564,-122.280731,2.441
RT3NB02_VR,8,47.932602,-122.277664,3.256
RT3NB02_VR,9,47.931343,-122.266037,4.133
RT3NB02_VR,10,47.932545,-122.261063,4.527
RT3NB02_VR,11,47.920021,-122.269264,6.048
RT3NB02_VR,12,47.919971,-122.264893,6.374
RT3NB02_VR,13,47.921185,-122.262634,6.59
RT3NB02_VR,14,47.921799,-122.257439,6.983
